Recency,Frequency,Monetary,churn
365,1,182.25,1
4,9,1002.9,0
2,18,4421.29,0
3,1,191.47,0
10,13,50491.81,0
57,1,158.75,0
325,1,76.32000000000001,1
8,14,4076.9100000000003,0
12,1,433.86,0
4,17,65164.79,0
37,1,147.35,0
16,11,3104.17,0
138,1,191.95,1
74,6,5976.79,0
5,5,1105.8799999999999,0
155,2,216.21,1
239,1,1266.23,1
52,7,2703.23,0
31,2,597.91,0
73,1,144.2,0
4,12,5683.15,0
14,4,692.85,0
23,7,2915.15,0
4,4,1840.42,0
274,2,386.53,1
20,5,1382.74,0
144,1,90.0,1
4,4,2780.15,0
84,1,419.58,0
11,3,2720.63,0
8,3,706.1300000000001,0
123,3,709.71,1
61,2,637.5,0
2,5,1123.8600000000001,0
319,1,480.91,1
2,11,3586.03,0
130,3,605.64,1
2,15,4690.31,0
2,2,965.88,0
46,1,415.82,0
4,2,935.05,0
3,4,915.13,0
373,1,311.81,1
134,1,115.8,1
47,4,3742.2,0
9,5,4191.0,0
78,2,483.4,0
234,1,157.2,1
221,1,446.62,1
36,2,658.64,0
75,2,621.29,0
239,2,1345.62,1
266,1,118.75,1
10,55,117210.08,0
20,2,424.89000000000004,0
40,1,507.65999999999997,0
20,11,4630.35,0
216,3,1097.6200000000001,1
174,2,289.36,1
87,4,2445.91,0
71,2,1631.77,0
276,1,120.44,1
39,4,562.59,0
98,1,363.79,1
11,4,450.84,0
33,1,134.46,0
60,3,3222.3,0
297,4,576.9000000000001,1
86,4,549.46,0
9,7,1600.26,0
41,2,701.57,0
11,25,4748.52,0
67,1,452.89,0
331,1,197.65,1
31,6,2054.36,0
2,15,4654.08,0
2,13,4684.76,0
68,2,853.39,0
5,21,11349.52,0
202,2,1012.0,1
107,1,335.52,1
18,4,701.4,0
218,1,185.39999999999998,1
60,7,747.44,0
2,1,150.61,0
17,2,466.7,0
239,1,328.15999999999997,1
95,1,151.74,1
11,6,2073.43,0
106,6,1905.8400000000001,1
53,9,2241.1,0
90,1,1070.48,0
31,5,1004.38,0
12,6,1789.72,0
3,4,1839.3,0
2,17,2004.98,0
43,1,169.48000000000002,0
4,1,89.94,0
247,2,632.4000000000001,1
42,9,3432.8,0
177,1,683.17,1
92,3,991.13,1
110,4,1009.73,1
29,5,2214.79,0
26,10,3350.96,0
52,3,1547.2,0
184,3,925.71,1
43,5,2048.07,0
49,4,1462.72,0
22,4,754.12,0
75,5,3144.86,0
81,2,490.86,0
373,1,161.0,1
326,1,146.85,1
43,11,2380.85,0
30,2,890.34,0
184,1,213.70000000000002,1
235,2,280.55,1
9,10,2588.77,0
220,2,1693.45,1
111,3,1474.06,1
278,1,136.77,1
318,1,302.58,1
7,3,1904.05,0
2,5,2879.7000000000003,0
260,2,969.0600000000001,1
64,5,3099.7200000000003,0
9,9,12669.98,0
142,1,120.0,1
51,2,1163.45,0
8,8,2618.23,0
155,2,333.97,1
109,2,530.18,1
163,3,1516.24,1
332,1,492.65000000000003,1
226,1,112.32000000000001,1
74,2,437.96,0
51,4,559.97,0
99,3,1119.74,1
15,3,4188.0,0
197,1,134.04,1
3,15,3701.44,0
31,2,595.25,0
21,4,1910.01,0
24,3,4628.75,0
8,3,176.63,0
213,1,426.6,1
9,6,911.26,0
11,5,2314.65,0
2,11,3883.25,0
8,9,4871.93,0
3,4,1046.56,0
40,1,166.20000000000002,0
18,4,1305.33,0
8,44,51527.3,0
8,9,3965.62,0
19,1,43.2,0
117,1,640.14,1
223,1,383.45,1
71,3,1858.96,0
51,2,2093.32,0
89,6,2995.7200000000003,0
8,9,2352.53,0
243,1,310.26,1
47,6,1611.5900000000001,0
107,1,120.0,1
45,6,2481.13,0
65,1,508.58,0
207,2,477.79,1
11,5,1530.75,0
115,2,605.0600000000001,1
242,1,183.85,1
163,1,311.65000000000003,1
17,7,4975.24,0
124,2,462.66,1
23,3,840.21,0
68,1,415.2,0
17,8,2552.21,0
16,2,454.86,0
17,4,1614.91,0
161,2,588.22,1
243,1,309.52000000000004,1
219,1,134.7,1
45,8,2166.98,0
21,4,668.5600000000001,0
127,8,889.9300000000001,1
39,1,108.98,0
121,2,1021.58,1
260,1,409.57,1
10,1,133.5,0
274,1,282.93,1
165,1,51.0,1
157,4,1078.96,1
215,1,90.6,1
6,2,163.62,0
366,1,174.4,1
80,2,701.23,0
43,1,225.12,0
19,3,912.1800000000001,0
32,4,2118.03,0
22,1,151.5,0
109,8,3717.35,1
8,16,9227.82,0
320,1,155.0,1
295,1,100.5,1
358,1,76.55,1
185,1,235.56,1
191,2,617.05,1
44,2,348.1,0
52,1,202.68,0
26,1,615.49,0
38,3,1247.69,0
9,3,202.10999999999999,0
297,1,142.4,1
33,3,1727.6,0
10,8,3212.84,0
65,2,1043.46,0
10,9,4642.57,0
218,1,67.95,1
2,9,3479.91,0
65,2,487.99,0
3,19,2612.96,0
149,1,574.7,1
4,13,4051.48,0
130,4,1475.81,1
34,6,1449.32,0
119,1,156.75,1
107,6,2157.73,1
11,7,2599.03,0
71,6,2059.4500000000003,0
92,9,1100.27,1
311,1,1063.0,1
43,2,770.03,0
362,1,121.05,1
92,7,1496.98,1
1,13,5855.57,0
22,2,490.22,0
4,3,1937.25,0
11,6,1051.79,0
99,1,387.52,1
57,2,813.11,0
1,6,4263.64,0
218,1,265.2,1
18,1,322.08,0
24,10,4481.67,0
50,2,363.34000000000003,0
7,5,1224.06,0
303,1,470.36,1
10,6,2248.5,0
22,6,1372.8,0
99,1,89.06,1
366,1,63.0,1
306,1,131.9,1
320,1,2661.24,1
8,5,2357.68,0
1,4,1712.89,0
205,2,1589.82,1
54,4,1420.2,0
1,4,1010.35,0
19,5,1163.23,0
9,2,375.35,0
19,4,885.8,0
181,3,483.25,1
60,2,643.9,0
11,2,259.05,0
190,1,119.93,1
5,9,3017.28,0
311,1,113.64,1
155,1,1837.92,1
110,3,434.34,1
148,3,2103.06,1
66,11,1980.57,0
98,3,529.62,1
247,3,1038.44,1
29,7,2272.4,0
18,4,596.26,0
12,2,461.19,0
104,8,1852.67,1
74,2,234.34,0
46,1,547.66,0
72,3,925.85,0
257,1,193.0,1
20,4,1309.6,0
254,2,316.25,1
11,1,279.05,0
165,2,636.51,1
18,6,2022.81,0
282,1,137.1,1
50,1,321.92,0
39,1,162.8,0
27,6,1165.48,0
68,1,1064.28,0
207,1,463.38,1
175,2,340.93,1
7,5,2383.2400000000002,0
26,1,139.56,0
51,2,123.80000000000001,0
312,2,538.8100000000001,1
309,1,475.37,1
43,5,1957.32,0
26,3,808.44,0
88,3,356.85,0
184,2,251.21,1
20,11,2429.83,0
3,6,3543.26,0
47,4,673.26,0
17,8,5859.43,0
17,5,1960.65,0
24,6,1367.88,0
22,2,268.05,0
11,5,1314.81,0
188,2,275.28,1
101,3,455.59000000000003,1
61,3,990.2,0
18,6,2076.89,0
33,2,330.45,0
64,1,174.37,0
2,2,270.6,0
24,4,974.54,0
108,1,241.09,1
32,9,1843.83,0
20,9,4215.9,0
3,55,8507.13,0
37,1,364.21999999999997,0
60,3,578.61,0
26,6,2862.11,0
236,4,932.85,1
25,7,1949.72,0
3,18,4397.3,0
60,3,2854.84,0
260,1,170.95,1
58,1,355.56,0
65,2,388.25,0
16,2,537.48,0
10,3,952.66,0
59,8,1453.35,0
186,1,103.25,1
29,16,3599.73,0
24,2,2004.3,0
5,5,2573.93,0
4,8,3974.75,0
151,2,652.8,1
311,1,289.24,1
11,2,757.37,0
18,2,186.23,0
152,1,164.22,1
19,5,859.27,0
10,4,2279.4900000000002,0
57,2,312.54,0
85,1,788.38,0
7,22,2237.77,0
76,3,1080.76,0
4,18,5006.77,0
96,4,3099.12,1
111,1,1432.0,1
57,2,1530.3600000000001,0
1,1,227.39,0
281,2,218.06,1
3,7,2804.54,0
180,9,1639.82,1
372,1,35.400000000000006,1
13,4,859.71,0
3,1,168.63,0
17,1,138.6,0
41,1,114.11,0
6,5,986.96,0
169,4,1033.06,1
50,1,157.05,0
277,1,237.35999999999999,1
19,9,1580.29,0
372,1,39.75,1
15,4,1320.21,0
35,3,557.94,0
22,3,617.15,0
7,2,363.33,0
20,6,1740.6000000000001,0
11,2,866.24,0
44,1,221.97,0
306,1,393.33000000000004,1
11,1,213.96,0
275,1,660.0,1
1,93,12076.15,0
16,14,16209.5,0
4,4,1785.15,0
72,4,601.56,0
243,3,406.08000000000004,1
9,3,553.44,0
246,1,394.44,1
206,2,412.78000000000003,1
1,5,1788.3600000000001,0
185,1,320.58000000000004,1
32,5,886.7,0
57,2,225.85,0
196,2,899.63,1
24,4,2791.27,0
91,2,671.96,1
4,2,955.26,0
51,3,1006.98,0
263,1,114.56,1
266,1,344.90000000000003,1
36,2,609.85,0
51,1,443.6,0
52,6,2984.4900000000002,0
24,6,2107.38,0
22,1,110.46000000000001,0
59,1,96.12,0
170,2,693.8100000000001,1
68,2,830.76,0
157,2,597.09,1
2,73,280206.02,0
201,1,236.04000000000002,1
5,4,1402.59,0
67,2,653.75,0
77,1,114.18,0
1,7,1926.65,0
8,4,1932.23,0
169,2,291.05,1
18,4,848.22,0
5,2,247.15,0
9,9,2529.93,0
87,2,285.74,0
27,1,107.95,0
29,4,741.37,0
20,2,636.24,0
61,5,1835.7,0
24,1,195.25,0
11,25,9175.04,0
242,3,1259.24,1
280,2,392.86,1
235,2,765.5500000000001,1
3,5,1736.4,0
16,1,596.36,0
31,6,2548.2400000000002,0
25,16,28754.11,0
71,3,498.95,0
188,2,52.0,1
26,5,1201.51,0
107,1,628.38,1
8,21,5579.1,0
209,1,112.80000000000001,1
44,2,355.05,0
31,5,2114.33,0
137,4,591.55,1
265,1,172.9,1
4,7,2078.95,0
218,2,188.61,1
2,5,1217.27,0
214,1,109.13000000000001,1
32,3,2195.1,0
11,9,2526.09,0
1,17,3251.79,0
15,1,318.17,0
11,9,1493.96,0
199,1,179.0,1
3,3,1126.3700000000001,0
15,13,4921.04,0
14,4,599.48,0
10,11,2839.62,0
29,3,917.07,0
9,11,2662.2,0
24,1,160.19,0
25,4,867.38,0
43,2,307.51,0
2,5,1581.84,0
6,3,663.81,0
147,1,180.42,1
10,6,1122.36,0
25,1,655.58,0
274,1,268.58,1
374,1,313.49,1
1,8,1897.57,0
47,3,380.02,0
8,8,2702.4900000000002,0
16,12,9585.91,0
4,32,6065.6900000000005,0
4,3,1164.55,0
43,7,1314.45,0
4,7,3902.28,0
197,3,1448.21,1
12,6,1400.3400000000001,0
16,7,1099.98,0
113,5,1220.26,1
249,1,328.2,1
29,5,1415.75,0
44,1,389.64000000000004,0
87,1,563.15,0
45,2,638.05,0
10,11,5010.28,0
15,1,738.96,0
75,1,420.5,0
145,4,1484.06,1
5,3,1625.97,0
297,1,89.2,1
59,2,255.9,0
264,1,300.52,1
47,1,278.3,0
29,3,254.11,0
8,6,2473.37,0
17,2,192.60000000000002,0
3,8,10416.98,0
232,2,876.4200000000001,1
112,1,139.26,1
58,3,1011.9,0
51,11,2538.2999999999997,0
127,2,730.86,1
281,3,386.15,1
55,2,447.68,0
320,1,200.10000000000002,1
26,2,289.99,0
10,2,77.4,0
7,2,679.44,0
29,1,197.64,0
17,4,745.06,0
64,1,6.2,0
21,1,228.99,0
3,7,1319.91,0
166,1,131.45000000000002,1
1,17,7975.49,0
53,3,173.74,0
51,1,157.7,0
48,12,4331.79,0
61,1,189.34,0
162,3,845.5500000000001,1
9,1,353.27,0
15,4,546.4,0
75,1,193.39000000000001,0
40,8,2718.6,0
41,11,2085.33,0
370,2,152.88,1
37,2,778.5,0
197,1,271.85,1
200,2,1110.34,1
74,3,657.8,0
64,2,272.07,0
21,4,507.29,0
367,1,48.800000000000004,1
180,3,321.43,1
10,4,1127.71,0
4,12,2221.01,0
197,3,2139.76,1
29,4,697.55,0
53,1,188.88,0
18,6,1720.3,0
10,3,102.45,0
90,4,1649.5,0
268,1,62.85,1
53,6,3295.76,0
44,4,2824.69,0
64,4,3189.81,0
149,1,309.40000000000003,1
22,25,7930.54,0
312,1,325.75,1
23,2,511.35,0
58,6,2836.69,0
24,2,475.8,0
78,7,2740.03,0
119,2,645.65,1
36,3,1290.53,0
60,2,1173.1200000000001,0
13,4,1353.74,0
19,1,170.32,0
52,1,125.79,0
26,2,841.2,0
29,1,266.76,0
7,2,52.2,0
11,12,14389.9,0
186,3,710.28,1
3,8,2953.59,0
9,2,721.45,0
262,1,327.25,1
3,4,501.28000000000003,0
210,1,519.68,1
108,2,1465.32,1
13,9,1476.09,0
77,3,690.59,0
20,1,255.4,0
27,2,589.7,0
19,6,761.59,0
132,1,765.3199999999999,1
253,1,364.8,1
79,1,1862.0,0
207,1,369.2,1
336,1,135.9,1
254,1,125.65,1
148,2,554.38,1
10,2,1237.8500000000001,0
85,1,655.75,0
8,20,11138.710000000001,0
205,2,468.77000000000004,1
8,4,1366.38,0
23,6,1269.31,0
11,9,1421.29,0
26,1,332.66,0
21,5,2795.33,0
2,2,1025.44,0
158,2,616.15,1
3,7,3501.1,0
74,1,277.8,0
3,4,434.35,0
1,201,143711.17,0
17,2,867.85,0
36,4,1227.43,0
91,2,307.48,1
71,4,1268.98,0
116,2,1610.15,1
213,2,977.77,1
30,2,1316.07,0
51,1,749.1,0
246,1,310.05,1
32,1,223.88,0
109,3,2362.96,1
5,5,1257.68,0
366,1,363.53,1
82,2,1890.94,0
297,1,1784.71,1
34,8,8137.02,0
57,3,1621.88,0
30,12,5900.25,0
14,1,100.9,0
72,2,290.82,0
23,6,1101.97,0
19,1,371.2,0
79,1,311.69,0
60,11,8099.49,0
25,1,285.67,0
12,1,294.85,0
253,1,58.49,1
147,3,483.73,1
64,4,695.42,0
8,2,221.27,0
11,9,7044.68,0
271,1,126.7,1
10,5,1472.34,0
247,1,206.21,1
96,2,596.09,1
15,1,183.02,0
50,1,463.8,0
30,1,147.59,0
68,4,1592.06,0
35,3,1097.98,0
128,1,114.77,1
107,3,1314.45,1
37,1,89.94,0
57,1,279.94,0
57,7,790.86,0
72,5,1921.3700000000001,0
246,1,102.12,1
19,2,202.37,0
198,2,292.01,1
16,2,326.4,0
212,1,334.54,1
39,2,231.98000000000002,0
46,3,546.1999999999999,0
170,2,414.87,1
48,1,490.52,0
116,4,1641.76,1
147,1,1220.77,1
16,28,6295.37,0
51,1,480.38,0
159,1,156.91,1
12,3,1259.43,0
36,1,308.94,0
54,2,405.04,0
43,2,257.67,0
173,1,170.04,1
34,1,125.58,0
39,3,496.21,0
267,1,252.81,1
9,9,1871.77,0
12,4,852.39,0
3,11,6720.41,0
10,10,1636.43,0
33,1,361.96,0
80,3,469.0,0
31,4,1066.15,0
8,4,627.13,0
72,2,518.28,0
4,4,653.19,0
256,3,4959.1,1
5,10,2557.18,0
16,8,4274.16,0
90,1,252.73000000000002,0
72,3,429.56,0
59,6,685.74,0
10,47,19766.59,0
170,1,179.93,1
199,1,135.93,1
31,1,537.0,0
19,17,7634.7300000000005,0
152,2,735.66,1
9,15,5090.42,0
270,1,343.62,1
65,4,381.0,0
274,1,121.17000000000002,1
25,3,1737.69,0
23,3,1383.36,0
319,1,207.73000000000002,1
5,3,693.95,0
12,2,302.1,0
275,2,1489.5,1
25,11,2102.54,0
41,9,1337.72,0
8,4,294.25,0
4,48,54534.14,0
71,4,987.86,0
213,1,370.79999999999995,1
38,4,3158.13,0
53,1,893.59,0
78,3,1744.76,0
46,2,553.36,0
179,1,1109.53,1
373,1,106.2,1
94,2,982.07,1
10,3,1043.41,0
105,1,735.67,1
78,1,773.03,0
173,1,880.85,1
7,32,9743.11,0
213,4,895.61,1
22,5,504.8,0
257,1,88.2,1
282,1,306.94,1
21,2,1160.07,0
10,6,2420.84,0
308,1,381.32,1
68,1,480.71,0
215,2,457.81,1
18,6,4597.02,0
104,4,1370.6000000000001,1
43,1,219.39000000000001,0
4,1,248.08,0
182,3,39916.5,1
84,1,410.48,0
334,3,876.0,1
9,2,317.53000000000003,0
31,2,703.36,0
197,2,993.54,1
18,7,2298.93,0
18,5,1422.52,0
311,6,319.5,1
142,4,1300.25,1
246,1,484.95,1
24,4,996.1,0
29,3,1567.48,0
10,3,3509.43,0
30,10,2760.56,0
18,1,340.11,0
18,4,1352.75,0
15,5,1551.78,0
134,1,244.8,1
246,1,266.4,1
134,1,358.82,1
50,2,457.72,0
114,3,1633.78,1
7,2,2199.31,0
23,2,184.19,0
25,15,11528.48,0
66,1,406.53000000000003,0
60,4,1471.0,0
50,11,3447.4,0
170,1,330.11,1
18,5,977.9300000000001,0
128,3,982.42,1
15,8,1387.99,0
239,1,139.05,1
3,4,1286.7,0
240,2,178.96,1
52,7,2354.25,0
46,1,498.74,0
226,1,259.45,1
8,17,6580.4400000000005,0
4,4,1194.73,0
165,2,1327.16,1
240,1,623.5,1
11,1,301.29,0
134,1,520.8000000000001,1
17,10,5291.33,0
10,13,4745.69,0
31,1,329.25,0
75,1,254.28,0
1,3,961.49,0
4,3,1936.07,0
45,1,401.40000000000003,0
2,30,18641.010000000002,0
357,1,158.16,1
18,2,304.47,0
69,3,824.58,0
373,1,487.75,1
321,1,158.8,1
26,1,106.56,0
331,1,1289.5,1
9,5,1624.05,0
323,1,135.75,1
72,1,224.14,0
260,1,40.5,1
18,5,2206.9500000000003,0
367,1,87.5,1
66,3,689.48,0
154,2,622.85,1
29,2,402.2,0
70,1,310.62,0
14,2,411.41,0
2,16,4777.18,0
1,41,16225.39,0
120,3,1044.32,1
61,1,499.32,0
3,15,7616.53,0
3,1,3861.0,0
11,3,1079.61,0
92,2,193.64,1
59,4,1268.7,0
87,5,1236.54,0
26,6,1827.8,0
357,1,316.58,1
85,2,653.24,0
10,4,420.3,0
1,5,870.12,0
225,1,331.18,1
60,2,894.4100000000001,0
241,1,101.8,1
319,2,328.35,1
2,8,1661.44,0
47,3,734.94,0
88,1,96.6,0
11,11,5756.89,0
176,1,305.75,1
52,6,1778.96,0
366,1,403.25,1
319,1,585.0,1
226,2,755.75,1
358,2,322.08,1
234,1,409.40000000000003,1
311,1,154.41,1
37,5,1219.4,0
66,4,3386.71,0
239,2,429.6,1
113,2,612.06,1
277,1,197.0,1
218,12,2247.51,1
299,1,321.05,1
2,4,1412.32,0
29,3,1071.99,0
10,2,780.59,0
45,5,1706.57,0
67,8,1756.44,0
74,1,316.68,0
65,2,631.57,0
134,3,2515.84,1
238,2,514.15,1
122,1,356.0,1
32,13,6688.46,0
9,11,10484.99,0
36,2,740.78,0
16,5,918.2,0
127,1,300.36,1
67,1,890.85,0
149,1,98.45,1
283,1,317.15,1
169,2,623.16,1
100,7,1810.77,1
135,1,254.82,1
324,1,178.95000000000002,1
107,1,156.51,1
64,1,393.74,0
151,2,1506.1200000000001,1
338,1,119.3,1
22,5,1717.36,0
24,1,408.8,0
16,7,2379.49,0
7,15,2493.34,0
57,2,721.94,0
4,2,716.57,0
38,1,615.14,0
66,1,128.63,0
47,1,255.89999999999998,0
355,1,290.51,1
172,1,113.12,1
59,9,2332.15,0
50,1,240.55,0
22,2,486.69,0
43,5,2306.52,0
29,3,939.78,0
5,18,7943.22,0
26,15,4668.3,0
201,1,178.39,1
51,6,3672.86,0
10,3,641.94,0
2,12,4799.9,0
67,7,4507.01,0
64,1,496.44,0
51,12,5049.95,0
290,1,574.02,1
61,8,694.4,0
64,3,1174.3500000000001,0
96,1,205.3,1
274,1,310.47,1
1,91,60632.75,0
75,4,924.85,0
110,1,52.0,1
199,1,327.97,1
64,2,570.5,0
327,1,165.0,1
4,1,312.62,0
284,1,204.5,1
44,1,267.13,0
71,3,2748.31,0
86,1,679.68,0
104,1,161.74,1
334,1,311.71,1
53,1,208.75,0
39,3,1049.7,0
32,2,714.9599999999999,0
366,4,1661.06,1
208,1,1028.56,1
157,3,350.82,1
54,1,170.22,0
66,2,574.07,0
81,1,2020.52,0
130,1,406.09000000000003,1
87,1,364.5,0
1,3,563.94,0
46,1,393.54,0
333,1,252.42000000000002,1
366,1,201.60000000000002,1
72,1,158.04,0
158,2,463.91,1
373,1,115.65,1
12,7,1934.66,0
255,2,770.12,1
29,2,277.05,0
31,10,2718.03,0
5,22,8347.2,0
40,1,427.93,0
362,1,418.92,1
373,1,326.0,1
96,2,913.19,1
26,7,2314.32,0
75,2,602.51,0
57,4,1877.5900000000001,0
21,1,446.94000000000005,0
41,7,2386.05,0
137,1,2007.4,1
8,12,2415.91,0
129,1,168.0,1
40,3,1221.56,0
169,7,3703.29,1
9,5,1690.26,0
214,2,596.85,1
15,6,5955.71,0
170,2,642.41,1
40,1,316.88,0
186,1,394.14,1
270,1,140.54,1
172,1,500.0,1
5,4,1535.53,0
16,2,231.86,0
10,4,2183.54,0
326,1,107.45,1
113,1,288.18,1
290,1,94.0,1
16,2,1345.53,0
1,3,815.77,0
92,5,716.2,1
149,2,626.77,1
189,1,349.1,1
31,2,510.71000000000004,0
34,4,1046.74,0
264,1,267.18,1
84,8,3450.84,0
26,4,1348.93,0
171,1,190.53,1
10,3,774.9000000000001,0
313,1,559.61,1
65,4,3984.32,0
85,1,508.8,0
25,1,135.86,0
59,4,950.36,0
323,2,97.7,1
38,1,43.5,0
254,2,383.34,1
19,5,1404.07,0
33,3,1430.54,0
15,1,93.78,0
27,2,397.35,0
23,1,171.19000000000003,0
214,2,533.3,1
8,5,1041.48,0
22,1,149.29,0
12,3,1067.75,0
262,1,200.16,1
131,1,156.57999999999998,1
55,3,383.68,0
249,1,594.0,1
2,7,3213.59,0
9,2,1411.21,0
264,1,113.5,1
331,1,155.17000000000002,1
313,1,494.64,1
26,3,974.52,0
30,1,429.84,0
30,3,528.48,0
2,7,1371.77,0
362,1,179.1,1
283,3,434.59,1
262,1,237.07,1
25,1,161.64,0
354,1,214.26,1
94,3,234.6,1
29,1,126.14,0
338,1,1044.65,1
20,18,7354.62,0
85,1,334.53,0
9,3,524.88,0
51,2,467.51,0
50,2,538.55,0
2,1,454.48,0
113,1,371.56,1
14,7,1771.2,0
77,1,454.11,0
40,2,1399.92,0
116,1,905.5,1
16,12,10879.76,0
161,4,225.26,1
1,4,3590.41,0
30,3,2564.5,0
93,1,91.32000000000001,1
23,3,1134.28,0
95,6,3100.09,1
28,2,659.46,0
33,5,1953.41,0
21,2,1280.58,0
18,2,1262.2,0
3,27,13316.4,0
8,4,1131.56,0
16,12,10384.93,0
363,1,141.04,1
81,1,52.83,0
53,5,3610.96,0
23,3,972.08,0
172,1,475.86,1
189,6,1000.27,1
331,1,250.0,1
12,5,900.53,0
156,2,121.0,1
33,19,14758.22,0
12,11,4023.7200000000003,0
45,3,62.43,0
233,1,267.03,1
64,8,1921.55,0
2,1,343.5,0
40,8,3000.2,0
33,2,397.99,0
84,1,412.01000000000005,0
25,1,440.0,0
2,3,734.37,0
33,2,148.44,0
19,8,2428.53,0
254,1,229.33,1
23,11,3962.6,0
22,4,1497.31,0
8,2,1972.39,0
25,4,1564.73,0
19,3,807.57,0
173,4,502.9,1
163,1,110.92,1
7,1,538.46,0
11,1,213.3,0
114,1,85.13000000000001,1
288,1,127.86,1
9,9,3546.71,0
54,2,288.96999999999997,0
7,14,4910.6,0
77,3,1681.46,0
4,4,575.63,0
37,1,436.06,0
217,1,90.12,1
60,1,428.93,0
278,1,217.2,1
12,16,4794.86,0
24,1,279.77,0
29,1,468.91,0
12,4,800.5899999999999,0
352,1,134.55,1
22,4,1400.44,0
50,2,173.16000000000003,0
19,1,186.01,0
3,3,758.29,0
104,5,1375.71,1
7,12,4148.82,0
12,4,650.4300000000001,0
5,7,2533.42,0
32,2,591.1899999999999,0
178,4,675.64,1
38,1,921.37,0
151,3,258.88,1
162,1,127.1,1
69,2,327.6,0
121,13,3675.77,1
25,3,682.9100000000001,0
24,4,720.86,0
177,1,455.3,1
50,4,913.68,0
256,3,478.53,1
47,1,388.58,0
71,1,199.8,0
16,5,1771.78,0
101,5,1406.59,1
35,1,324.57,0
53,1,240.68,0
27,2,761.74,0
11,14,6776.56,0
8,9,1297.8700000000001,0
79,1,48.480000000000004,0
52,1,216.39000000000001,0
36,5,1198.23,0
61,9,2920.16,0
337,1,104.76,1
28,4,1093.68,0
184,1,298.48,1
52,1,112.46000000000001,0
10,13,1591.45,0
36,2,195.15,0
10,23,10399.74,0
33,4,776.851,0
11,1,336.4,0
57,3,1553.18,0
4,4,1293.03,0
43,9,3709.56,0
141,1,301.03000000000003,1
117,4,588.13,1
104,4,1534.26,1
75,2,675.8,0
5,9,2870.2400000000002,0
45,2,1186.35,0
16,8,3285.31,0
17,1,243.55,0
90,2,724.76,0
53,1,223.36,0
134,1,425.32,1
4,15,12416.11,0
105,4,1887.2,1
192,3,664.0,1
166,4,803.54,1
19,1,612.01,0
158,3,447.64000000000004,1
204,2,639.5,1
336,2,816.0,1
37,3,646.3,0
91,1,337.74,1
93,2,877.44,1
9,2,922.53,0
243,1,560.6700000000001,1
45,4,748.5,0
23,1,30.0,0
190,5,1024.1000000000001,1
44,1,306.45,0
25,9,1600.86,0
317,2,309.8,1
106,1,138.14,1
51,1,386.43,0
168,2,2222.21,1
40,1,301.32000000000005,0
218,1,76.32000000000001,1
40,4,684.34,0
297,1,173.05,1
19,7,2657.13,0
88,4,2726.23,0
73,5,2446.6,0
81,3,323.69,0
19,3,3435.76,0
49,1,657.23,0
53,1,352.7,0
24,4,781.28,0
9,3,1333.68,0
25,5,1426.16,0
117,1,193.75,1
9,9,2993.1,0
120,2,254.1,1
4,2,239.76,0
252,1,136.8,1
28,1,191.04,0
1,14,6479.4,0
267,2,409.98,1
33,8,2711.11,0
18,1,309.65,0
172,2,696.68,1
2,4,1529.0,0
265,1,211.5,1
140,4,2293.62,1
201,1,143.1,1
64,4,1060.56,0
35,4,916.98,0
41,7,3235.25,0
284,1,133.25,1
9,5,1072.3600000000001,0
143,2,356.7,1
12,2,330.03000000000003,0
146,4,1101.11,1
234,1,150.3,1
33,13,5030.07,0
24,1,598.73,0
12,1,471.40000000000003,0
36,5,2211.21,0
365,1,190.70000000000002,1
201,2,218.25,1
15,1,415.25,0
17,7,5159.06,0
213,1,85.0,1
66,3,1120.88,0
212,2,294.12,1
283,1,162.3,1
115,2,1339.45,1
15,8,1188.1200000000001,0
19,16,4812.42,0
66,1,449.12,0
49,1,154.88,0
16,4,775.96,0
78,1,34.8,0
19,4,1094.5900000000001,0
134,1,196.88,1
13,3,946.64,0
40,1,144.36,0
235,3,44534.3,1
3,8,2463.05,0
40,7,2626.6,0
305,1,79.2,1
51,3,458.57,0
10,6,2364.25,0
61,4,528.01,0
66,2,714.42,0
25,1,205.25,0
218,3,253.04000000000002,1
65,2,583.75,0
32,2,1086.92,0
88,6,3279.9700000000003,0
64,1,315.06,0
116,3,621.83,1
7,26,56252.72,0
6,1,635.6800000000001,0
69,1,270.8,0
245,1,104.9,1
133,1,241.62,1
241,4,1047.1100000000001,1
184,3,475.28000000000003,1
25,3,345.46000000000004,0
10,3,2614.74,0
11,1,246.3,0
33,5,2328.9700000000003,0
46,3,4919.0,0
26,3,933.26,0
358,1,351.3,1
10,1,218.75,0
44,2,1612.69,0
15,3,965.61,0
150,1,610.01,1
1,8,2708.61,0
113,4,2207.4,1
76,3,884.14,0
107,2,696.89,1
46,3,1063.95,0
143,1,451.42,1
51,1,415.82000000000005,0
1,13,4206.39,0
23,17,5488.18,0
46,3,784.58,0
50,3,903.9,0
306,4,3651.27,1
36,5,515.77,0
79,4,1391.98,0
22,6,2218.62,0
107,5,1801.14,1
208,2,1303.9099999999999,1
17,4,1945.3300000000002,0
64,5,2100.6,0
49,4,1905.45,0
320,1,206.98,1
44,2,570.96,0
3,2,885.47,0
372,1,15.0,1
172,1,532.94,1
56,3,1654.31,0
73,14,1836.09,0
99,2,636.14,1
38,1,576.0,0
58,3,794.64,0
254,1,836.79,1
70,4,2225.15,0
44,4,954.09,0
50,1,137.37,0
